"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"617",9.8,0.45,0.38,2.5,0.081,66,0.99726,3.15,0.58,9.8,"1"
"618",8.5,0.37,0.32,1.8,0.066,51,0.99456,3.38,0.72,11.8,"2"
"619",7.2,0.57,0.05,2.3,0.081,36,0.99564,3.38,0.6,10.3,"2"
"620",7.2,0.57,0.05,2.3,0.081,36,0.99564,3.38,0.6,10.3,"2"
"621",10.4,0.43,0.5,2.3,0.068,19,0.996,3.1,0.87,11.4,"2"
"622",6.9,0.41,0.31,2,0.079,51,0.99668,3.47,0.55,9.5,"2"
"623",7.3,0.44,0.2,1.6,0.049,64,0.9935,3.38,0.57,11.7,"2"
"624",5.9,0.46,0,1.9,0.077,44,0.99385,3.5,0.53,11.2,"1"
"625",7.5,0.58,0.2,2,0.073,44,0.99494,3.1,0.43,9.3,"1"
"626",7.8,0.58,0.13,2.1,0.102,36,0.9944,3.24,0.53,11.2,"2"
"627",8,0.715,0.22,2.3,0.075,81,0.99688,3.24,0.54,9.5,"2"
"628",7,0.69,0,1.9,0.114,10,0.99636,3.35,0.6,9.7,"2"
"629",8,0.715,0.22,2.3,0.075,81,0.99688,3.24,0.54,9.5,"2"
"630",9.8,0.3,0.39,1.7,0.062,9,0.9948,3.14,0.57,11.5,"2"
"631",7.1,0.46,0.2,1.9,0.077,54,0.9956,3.37,0.64,10.4,"2"
"632",7.1,0.46,0.2,1.9,0.077,54,0.9956,3.37,0.64,10.4,"2"
"633",7.9,0.765,0,2,0.084,22,0.99619,3.33,0.68,10.9,"2"
"634",8.7,0.63,0.28,2.7,0.096,69,0.99734,3.26,0.63,10.2,"2"
"635",7,0.42,0.19,2.3,0.071,36,0.99476,3.39,0.56,10.9,"1"
"636",11.3,0.37,0.5,1.8,0.09,47,0.99734,3.15,0.57,10.5,"1"
"637",7.6,0.74,0,1.9,0.1,12,0.99521,3.36,0.59,11,"1"
"638",8.2,0.635,0.1,2.1,0.073,60,0.99638,3.29,0.75,10.9,"2"
"639",5.9,0.395,0.13,2.4,0.056,28,0.99362,3.62,0.67,12.4,"2"
"640",7.2,0.53,0.14,2.1,0.064,29,0.99323,3.35,0.61,12.1,"2"
"641",6.7,0.86,0.07,2,0.1,57,0.99598,3.6,0.74,11.7,"2"
"642",9.1,0.37,0.32,2.1,0.064,15,0.99576,3.3,0.8,11.2,"2"
"643",7.6,0.79,0.21,2.3,0.087,68,0.9955,3.12,0.44,9.2,"1"
"644",7.5,0.61,0.26,1.9,0.073,88,0.99612,3.3,0.53,9.8,"1"
"645",9.7,0.69,0.32,2.5,0.088,91,0.9979,3.29,0.62,10.1,"1"
"646",7,0.62,0.1,1.4,0.071,63,0.996,3.28,0.61,9.2,"1"
"647",6.5,0.51,0.15,3,0.064,27,0.9929,3.33,0.59,12.8,"2"
"648",7.5,0.63,0.27,2,0.083,91,0.99616,3.26,0.58,9.8,"2"
"649",9.1,0.34,0.42,1.8,0.058,18,0.99392,3.18,0.55,11.4,"1"
"650",6.7,0.46,0.24,1.7,0.077,34,0.9948,3.39,0.6,10.6,"2"
"651",6.7,0.46,0.24,1.7,0.077,34,0.9948,3.39,0.6,10.6,"2"
"652",6.7,0.46,0.24,1.7,0.077,34,0.9948,3.39,0.6,10.6,"2"
"653",6.7,0.46,0.24,1.7,0.077,34,0.9948,3.39,0.6,10.6,"2"
"654",6.5,0.52,0.11,1.8,0.073,38,0.9955,3.34,0.52,9.3,"1"
"655",7.4,0.6,0.26,2.1,0.083,91,0.99616,3.29,0.56,9.8,"2"
"656",7.4,0.6,0.26,2.1,0.083,91,0.99616,3.29,0.56,9.8,"2"
"657",8.4,0.39,0.1,1.7,0.075,25,0.99581,3.09,0.43,9.7,"2"
"658",9.1,0.775,0.22,2.2,0.079,48,0.9976,3.18,0.51,9.6,"1"
"659",6.6,0.58,0.02,2.4,0.069,40,0.99387,3.38,0.66,12.6,"2"
"660",6,0.5,0,1.4,0.057,26,0.99448,3.36,0.45,9.5,"1"
"661",6,0.5,0,1.4,0.057,26,0.99448,3.36,0.45,9.5,"1"
"662",6,0.5,0,1.4,0.057,26,0.99448,3.36,0.45,9.5,"1"
"663",7.5,0.51,0.02,1.7,0.084,31,0.99538,3.36,0.54,10.5,"2"
"664",7.5,0.51,0.02,1.7,0.084,31,0.99538,3.36,0.54,10.5,"2"
"665",7.5,0.51,0.02,1.7,0.084,31,0.99538,3.36,0.54,10.5,"2"
"666",7.5,0.51,0.02,1.7,0.084,31,0.99538,3.36,0.54,10.5,"2"
"667",11.5,0.42,0.48,2.6,0.077,20,0.99852,3.09,0.53,11,"1"
"668",8.2,0.44,0.24,2.3,0.063,28,0.99613,3.25,0.53,10.2,"2"
"669",6.1,0.59,0.01,2.1,0.056,13,0.99472,3.52,0.56,11.4,"1"
"670",7.2,0.655,0.03,1.8,0.078,12,0.99587,3.34,0.39,9.5,"1"
"671",7.2,0.62,0.01,2.3,0.065,46,0.99332,3.32,0.51,11.8,"2"
"672",7.6,0.645,0.03,1.9,0.086,57,0.9969,3.37,0.46,10.3,"1"
"673",6.1,0.32,0.25,1.8,0.086,32,0.99464,3.36,0.44,10.1,"1"
"674",6.1,0.34,0.25,1.8,0.084,28,0.99464,3.36,0.44,10.1,"1"
"675",7.3,0.43,0.24,2.5,0.078,67,0.99648,3.6,0.59,11.1,"2"
"676",11.6,0.475,0.4,1.4,0.091,28,0.99704,3.07,0.65,10.03333333,"2"
"677",8.3,0.85,0.14,2.5,0.093,54,0.99724,3.36,0.54,10.1,"1"
"678",11.6,0.475,0.4,1.4,0.091,28,0.99704,3.07,0.65,10.03333333,"2"
"679",7.2,0.605,0.02,1.9,0.096,31,0.995,3.46,0.53,11.8,"2"
"680",7.3,0.74,0.08,1.7,0.094,45,0.99576,3.24,0.5,9.8,"1"
"681",8,0.77,0.32,2.1,0.079,74,0.99656,3.27,0.5,9.8,"2"
"682",8.2,0.885,0.2,1.4,0.086,31,0.9946,3.11,0.46,10,"1"
"683",7.2,0.45,0.15,2,0.078,28,0.99609,3.29,0.51,9.9,"2"
"684",7.5,0.57,0.02,2.6,0.077,35,0.99557,3.36,0.62,10.8,"2"
"685",7.5,0.57,0.02,2.6,0.077,35,0.99557,3.36,0.62,10.8,"2"
"686",8,0.6,0.22,2.1,0.08,105,0.99613,3.3,0.49,9.9,"1"
"687",8,0.6,0.22,2.1,0.08,105,0.99613,3.3,0.49,9.9,"1"
"688",7.1,0.755,0.15,1.8,0.107,84,0.99593,3.19,0.5,9.5,"1"
"689",8,0.81,0.25,3.4,0.076,85,0.99668,3.19,0.42,9.2,"1"
"690",7.4,0.64,0.07,1.8,0.1,23,0.9961,3.3,0.58,9.6,"1"
"691",6,0.49,0,2.3,0.068,33,0.99292,3.58,0.59,12.5,"2"
"692",8,0.64,0.22,2.4,0.094,33,0.99612,3.37,0.58,11,"1"
"693",7.1,0.62,0.06,1.3,0.07,12,0.9942,3.17,0.48,9.8,"1"
"694",8,0.52,0.25,2,0.078,59,0.99612,3.3,0.48,10.2,"1"
"695",8.6,0.685,0.1,1.6,0.092,12,0.99745,3.31,0.65,9.55,"2"
"696",8.7,0.675,0.1,1.6,0.09,11,0.99745,3.31,0.65,9.55,"1"
"697",7.3,0.59,0.26,2,0.08,104,0.99584,3.28,0.52,9.9,"1"
"698",7.2,0.67,0,2.2,0.068,24,0.9956,3.42,0.72,11.1,"2"
"699",7.6,0.3,0.42,2,0.052,24,0.9963,3.44,0.82,11.9,"2"
"700",8,0.5,0.39,2.6,0.082,46,0.9985,3.43,0.62,10.7,"2"
"701",6.6,0.96,0,1.8,0.082,16,0.9936,3.5,0.44,11.9,"2"
"702",6.4,0.47,0.4,2.4,0.071,19,0.9963,3.56,0.73,10.6,"2"
"703",9.9,0.57,0.25,2,0.104,89,0.9963,3.04,0.9,10.1,"1"
"704",10,0.32,0.59,2.2,0.077,15,0.9994,3.2,0.78,9.6,"1"
"705",6.2,0.58,0,1.6,0.065,18,0.9966,3.56,0.84,9.4,"1"
"706",10,0.32,0.59,2.2,0.077,15,0.9994,3.2,0.78,9.6,"1"
"707",7.3,0.34,0.33,2.5,0.064,37,0.9952,3.35,0.77,12.1,"2"
"708",7.8,0.53,0.01,1.6,0.077,19,0.995,3.16,0.46,9.8,"1"
"709",7.8,0.53,0.01,1.6,0.077,19,0.995,3.16,0.46,9.8,"1"
"710",7.5,0.4,0.18,1.6,0.079,58,0.9965,3.34,0.58,9.4,"1"
"711",7,0.54,0,2.1,0.079,55,0.9956,3.39,0.84,11.4,"2"
"712",7.6,0.41,0.33,2.5,0.078,23,0.9957,3.3,0.58,11.2,"1"
"713",7.8,0.64,0,1.9,0.072,55,0.9962,3.31,0.63,11,"1"
"714",7.4,0.41,0.24,1.8,0.066,47,0.9956,3.37,0.62,10.4,"1"
"715",7.6,0.43,0.31,2.1,0.069,74,0.9958,3.26,0.54,9.9,"2"
"716",6.1,0.4,0.16,1.8,0.069,25,0.9955,3.42,0.74,10.1,"2"
"717",7,0.59,0,1.7,0.052,8,0.996,3.41,0.47,10.3,"1"
"718",7.3,0.67,0.02,2.2,0.072,92,0.99566,3.32,0.68,11.06666667,"2"
"719",6.9,0.58,0.2,1.75,0.058,22,0.99322,3.38,0.49,11.7,"1"
"720",6.8,0.67,0,1.9,0.08,39,0.99701,3.4,0.74,9.7,"1"
"721",7.2,0.37,0.32,2,0.062,28,0.9947,3.23,0.73,11.3,"2"
"722",7.8,0.32,0.44,2.7,0.104,17,0.99732,3.33,0.78,11,"2"
"723",6.6,0.58,0.02,2,0.062,53,0.99374,3.35,0.76,11.6,"2"
"724",11.7,0.45,0.63,2.2,0.073,23,0.99974,3.21,0.69,10.9,"2"
"725",6.5,0.9,0,1.6,0.052,17,0.99467,3.5,0.63,10.9,"2"
"726",7.6,0.49,0.33,1.9,0.074,85,0.99706,3.41,0.58,9,"1"
"727",8.4,0.29,0.4,1.7,0.067,20,0.99603,3.39,0.6,10.5,"1"
"728",7.9,0.2,0.35,1.7,0.054,15,0.99458,3.32,0.8,11.9,"2"
"729",6.4,0.42,0.09,2.3,0.054,64,0.99724,3.41,0.68,10.4,"2"
"730",6.2,0.785,0,2.1,0.06,13,0.99664,3.59,0.61,10,"0"
"731",6.9,0.63,0.01,2.4,0.076,39,0.99522,3.34,0.53,10.8,"2"
"732",6.8,0.59,0.1,1.7,0.063,53,0.9958,3.41,0.67,9.7,"1"
"733",7.3,0.48,0.32,2.1,0.062,54,0.99728,3.3,0.65,10,"2"
"734",7.3,0.48,0.32,2.1,0.062,54,0.99728,3.3,0.65,10,"2"
"735",7.6,0.35,0.6,2.6,0.073,44,0.99656,3.38,0.79,11.1,"2"
"736",6.1,0.6,0.08,1.8,0.071,45,0.99336,3.38,0.54,11,"1"
"737",8.2,0.28,0.6,3,0.104,22,0.99828,3.39,0.68,10.6,"1"
"738",5.6,0.62,0.03,1.5,0.08,13,0.99498,3.66,0.62,10.1,"0"
"739",8.2,0.28,0.6,3,0.104,22,0.99828,3.39,0.68,10.6,"1"
"740",8.1,0.33,0.44,1.5,0.042,12,0.99542,3.35,0.61,10.7,"1"
"741",7,0.655,0.16,2.1,0.074,25,0.99606,3.37,0.55,9.7,"1"
"742",6.8,0.68,0.21,2.1,0.07,23,0.99546,3.38,0.6,10.3,"1"
"743",6,0.64,0.05,1.9,0.066,17,0.99496,3.52,0.78,10.6,"1"
"744",6.2,0.65,0.06,1.6,0.05,18,0.99348,3.57,0.54,11.95,"1"
"745",6.4,0.31,0.09,1.4,0.066,28,0.99459,3.42,0.7,10,"2"
"746",7,0.43,0.02,1.9,0.08,28,0.99492,3.35,0.81,10.6,"2"
"747",6.9,0.74,0.03,2.3,0.054,16,0.99508,3.45,0.63,11.5,"2"
"748",6.9,0.74,0.03,2.3,0.054,16,0.99508,3.45,0.63,11.5,"2"
"749",6.2,0.44,0.39,2.5,0.077,14,0.99555,3.51,0.69,11,"2"
"750",7.5,0.38,0.57,2.3,0.106,12,0.99605,3.36,0.55,11.4,"2"
"751",6.8,0.81,0.05,2,0.07,14,0.99562,3.51,0.66,10.8,"2"
"752",7.5,0.38,0.57,2.3,0.106,12,0.99605,3.36,0.55,11.4,"2"
"753",7.1,0.27,0.6,2.1,0.074,25,0.99814,3.38,0.72,10.6,"2"
"754",7.9,0.18,0.4,1.8,0.062,20,0.9941,3.28,0.7,11.1,"1"
"755",6.4,0.36,0.21,2.2,0.047,48,0.99661,3.47,0.77,9.7,"2"
"756",7.1,0.69,0.04,2.1,0.068,27,0.99712,3.44,0.67,9.8,"1"
"757",6.5,0.53,0.06,2,0.063,44,0.99489,3.38,0.83,10.3,"2"
"758",7.4,0.47,0.46,2.2,0.114,20,0.99647,3.32,0.63,10.5,"1"
"759",6.6,0.7,0.08,2.6,0.106,27,0.99665,3.44,0.58,10.2,"1"
"760",6.8,0.48,0.25,2,0.076,61,0.9953,3.34,0.6,10.4,"1"
"761",6.7,0.48,0.08,2.1,0.064,34,0.99552,3.33,0.64,9.7,"1"
"762",6.8,0.47,0.08,2.2,0.064,38,0.99553,3.3,0.65,9.6,"2"
"763",7.9,0.29,0.49,2.2,0.096,59,0.99714,3.31,0.67,10.1,"2"
"764",7.1,0.69,0.08,2.1,0.063,52,0.99608,3.42,0.6,10.2,"2"
"765",6.6,0.44,0.09,2.2,0.063,18,0.99444,3.42,0.69,11.3,"2"
"766",6.1,0.705,0.1,2.8,0.081,28,0.99631,3.6,0.66,10.2,"1"
"767",7.2,0.53,0.13,2,0.058,22,0.99573,3.21,0.68,9.9,"2"
"768",8,0.39,0.3,1.9,0.074,84,0.99717,3.39,0.61,9,"1"
"769",6.6,0.56,0.14,2.4,0.064,29,0.99397,3.42,0.62,11.7,"2"
"770",7,0.55,0.13,2.2,0.075,35,0.9959,3.36,0.59,9.7,"2"
"771",6.2,0.64,0.09,2.5,0.081,26,0.99538,3.57,0.63,12,"1"
"772",8.4,0.37,0.43,2.3,0.063,19,0.9955,3.17,0.81,11.2,"2"
"773",6.5,0.63,0.33,1.8,0.059,28,0.99531,3.36,0.64,10.1,"2"
"774",7,0.57,0.02,2,0.072,26,0.99575,3.36,0.61,10.2,"1"
"775",11.2,0.4,0.5,2,0.099,50,0.99783,3.1,0.58,10.4,"1"
"776",7.1,0.67,0,2.3,0.083,27,0.99768,3.44,0.54,9.4,"1"
"777",7.3,0.735,0,2.2,0.08,28,0.99765,3.41,0.6,9.4,"1"
"778",7,0.56,0.17,1.7,0.065,24,0.99514,3.44,0.68,10.55,"2"
"779",6.6,0.88,0.04,2.2,0.066,20,0.99636,3.53,0.56,9.9,"1"
"780",6.6,0.855,0.02,2.4,0.062,23,0.99627,3.54,0.6,11,"2"
"781",7.2,0.695,0.13,2,0.076,20,0.99546,3.29,0.54,10.1,"1"
"782",7.2,0.695,0.13,2,0.076,20,0.99546,3.29,0.54,10.1,"1"
"783",6.7,0.67,0.02,1.9,0.061,42,0.99489,3.39,0.82,10.9,"2"
"784",6.7,0.16,0.64,2.1,0.059,52,0.99494,3.34,0.71,11.2,"2"
"785",7.2,0.695,0.13,2,0.076,20,0.99546,3.29,0.54,10.1,"1"
"786",7,0.56,0.13,1.6,0.077,42,0.99629,3.34,0.59,9.2,"1"
"787",6.2,0.51,0.14,1.9,0.056,34,0.99396,3.48,0.57,11.5,"2"
"788",7.3,0.69,0.32,2.2,0.069,104,0.99632,3.33,0.51,9.5,"1"
"789",6,0.58,0.2,2.4,0.075,50,0.99467,3.58,0.67,12.5,"2"
"790",7.5,0.52,0.4,2.2,0.06,20,0.99474,3.26,0.64,11.8,"2"
"791",8,0.3,0.63,1.6,0.081,29,0.99588,3.3,0.78,10.8,"2"
"792",7.4,0.35,0.33,2.4,0.068,26,0.9947,3.36,0.6,11.9,"2"
"793",6.1,0.715,0.1,2.6,0.053,27,0.99362,3.57,0.5,11.9,"1"
"794",6.2,0.46,0.29,2.1,0.074,98,0.99578,3.33,0.62,9.8,"1"
"795",6.7,0.32,0.44,2.4,0.061,34,0.99484,3.29,0.8,11.6,"2"
"796",7.5,0.31,0.41,2.4,0.065,60,0.99492,3.34,0.85,11.4,"2"
"797",5.8,0.61,0.11,1.8,0.066,28,0.99483,3.55,0.66,10.9,"2"
"798",6.3,0.55,0.15,1.8,0.077,35,0.99314,3.32,0.82,11.6,"2"
"799",5.4,0.74,0.09,1.7,0.089,26,0.99402,3.67,0.56,11.6,"2"
"800",6.3,0.51,0.13,2.3,0.076,40,0.99574,3.42,0.75,11,"2"
"801",6.8,0.62,0.08,1.9,0.068,38,0.99651,3.42,0.82,9.5,"2"
"802",6.2,0.6,0.08,2,0.09,44,0.9949,3.45,0.58,10.5,"1"
"803",5.9,0.55,0.1,2.2,0.062,51,0.99512,3.52,0.76,11.2,"2"
"804",5.9,0.645,0.12,2,0.075,44,0.99547,3.57,0.71,10.2,"1"
