,source,author,title,description,url,urlToImage,publishedAt,content
138,"{'id': None, 'name': 'Nakedcapitalism.com'}",John McGregor,Links 9/3/2022,"Our keen daily links, including floods in Pakistan, freezing Brits, tech sanctions on China, price caps on Russia, cyber attacks, cyber surveillance, and artillery shells with messages from gamers.",https://www.nakedcapitalism.com/2022/09/links-9-3-2022.html,https://www.nakedcapitalism.com/wp-content/uploads/2022/09/Goral-e1662191775289.jpg,2022-09-03T10:55:49Z,"Lambert and I, and many readers, agree that Ukraine has prompted the worst informational environment ever. We hope readers will collaborate in mitigating the fog of war both real fog and stage fog in… [+6418 chars]"
139,"{'id': None, 'name': 'Nakedcapitalism.com'}",Lambert Strether,2:00PM Water Cooler 9/9/2022,"By Lambert Strether of Corrente This is Naked Capitalism fundraising week. 581 donors have already invested in our efforts to combat corruption and predatory conduct, particularly in the financial realm. Please join us and participate via our donation page, w…",https://www.nakedcapitalism.com/2022/09/200pm-water-cooler-9-9-2022.html,https://www.nakedcapitalism.com/wp-content/uploads/2022/02/napoleon.jpg,2022-09-09T18:00:10Z,"Ocellated Thrasher, Oaxaca, Mexico. Over six minutes! Many thanks to SV for bringing this cheerful species to our attention. If any readers have more suggestions, especially for songbirds, please lea… [+23030 chars]"
140,"{'id': None, 'name': 'Nakedcapitalism.com'}",Lambert Strether,2:00PM Water Cooler 8/24/2022,~ Today's Water Cooler ~,https://www.nakedcapitalism.com/2022/08/200pm-water-cooler-8-24-2022.html,https://www.nakedcapitalism.com/wp-content/uploads/2022/08/student_debt.png,2022-08-24T18:00:53Z,"By Lambert Strether of Corrente
Bird Song of the Day
Satin Bowerbird, Queensland, Australia. “Calls of a male next to its bower.”
* * *
Politics
“But what is government itself, but the greatest … [+23946 chars]"
141,"{'id': None, 'name': 'Nakedcapitalism.com'}",Lambert Strether,2:00PM Water Cooler 8/11/2022,~ Today's Water Cooler ~,https://www.nakedcapitalism.com/2022/08/200pm-water-cooler-8-11-2022.html,https://www.nakedcapitalism.com/wp-content/uploads/2022/08/omar.png,2022-08-11T18:00:49Z,"By Lambert Strether of Corrente
Bird Song of the Day
Samoan Triller, Aopo Village, Samoa. Forest sounds.
* * *
Politics
“But what is government itself, but the greatest of all reflections on hum… [+30106 chars]"
142,"{'id': None, 'name': 'GQ Magazine'}",Monica Mendal,12 Airbnbs with Pools to Soak Up Every Last Drop of Summer Left,"Airbnbs with pools aren't a superfluous vacation option, but a potentially necessary one for your next mental health break before Q4. Here, our top picks.",https://www.gq.com/story/best-airbnbs-with-pools,"https://media.gq.com/photos/6307e3a750b89115f3da328e/16:9/w_1280,c_limit/poolsgif.gif",2022-08-27T12:00:00Z,"The word sanctuary is exactly on the money for this secluded ranch-style home in the Arizona desert. Beyond the kidney-shaped infinity pool and hot tub, the kids can work out their energy practicing … [+3454 chars]"
143,"{'id': None, 'name': 'The Guardian'}",Lisa Allardice,"Ian McEwan on ageing, legacy and the attack on his friend Salman Rushdie: ‘It’s beyond the edge of human cruelty’",The author’s new novel explores how global events shape individual lives – but nothing prepared him for this ‘dark moment’• Got a question for Ian McEwan?Ian McEwan was on holiday on the remote coast of north-west Scotland when he heard the news that his grea…,https://amp.theguardian.com/books/2022/sep/03/ian-mcewan-on-ageing-legacy-the-attack-on-salman-rushdie-beyond-edge-of-human-cruelty,https://i.guim.co.uk/img/media/f01665d7b3d1feff62558f06f988f8aeaf732e6e/361_488_2960_1776/master/2960.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=93ee71afc396c72606953496ab85a1cc,2022-09-03T09:00:14Z,"Ian McEwan was on holiday on the remote coast of north-west Scotland when he heard the news that his great friend Salman Rushdie had been attacked in New York. His wife, the writer Annalena McAfee, l… [+20733 chars]"
144,"{'id': None, 'name': 'The Guardian'}",Kelly Burke,How an Indigenous Australian artist ‘astonished’ a giant of American art,"Sol LeWitt never met Emily Kame Kngwarreye, who began painting in her 80s, but he was blown away by her work. A new AGNSW show celebrates their unlikely link<ul><li>Get our weekend culture and lifestyle email</li></ul>He was one of the 20th century’s pioneers…",https://amp.theguardian.com/artanddesign/2022/aug/26/how-an-indigenous-australian-artist-astonished-a-giant-of-american-art,https://i.guim.co.uk/img/media/51c0184f83673938f63c6699ee4e5165f66bd470/0_92_1620_972/master/1620.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=42ed9c6542858cabffadc01d17b8b1c5,2022-08-25T17:30:11Z,"He was one of the 20th centurys pioneers of modern American art; she was the Anmatyerre artist who put Australian desert painting on the world stage.
Sol LeWitt and Emily Kame Kngwarreye never met, … [+6244 chars]"
145,"{'id': None, 'name': 'Theparisreview.org'}",Valerie Stivers,Cooking with Nora Ephron,"“The food in the novel reflected a transitional time in American cuisine, when cooking from cans was still respectable but the from-scratch movement was in its embryonic stages.”",https://www.theparisreview.org/blog/2022/08/26/cooking-with-nora-ephron/,https://www.theparisreview.org/blog/wp-content/uploads/2022/08/img_4748-scaled.jpg,2022-08-26T15:00:53Z,"Others, like Lillian Hellmans pot roast, which asks for low-rent ingredients like a can of cream of mushroom soup and a packet of dried French onion soup, seemed less so. There were also a few truly … [+6697 chars]"
146,"{'id': None, 'name': 'Forbes'}","Brian Freedman, Contributor, 
 Brian Freedman, Contributor
 https://www.forbes.com/sites/brianfreedman/","Wines Of The Week: Simon Family Estate Cab, Champagne Laurent-Perrier, Rémy Martin Cognac, And Cedar Ridge Bourbon","When it comes to pairing hamburgers with wine, I hit some sort of highlight not too long ago with my red Wine of the Week from the new, limited-production Napa Valley producer Simon Family Estate",https://www.forbes.com/sites/brianfreedman/2022/08/24/wines-of-the-week-simon-family-estate-cab-champagne-laurent-perrier-rmy-martin-cognac-and-cedar-ridge-bourbon/,https://imageio.forbes.com/specials-images/imageserve/6306729beb3a6ec1eb1b5fd1/0x0.jpg?format=jpg&width=1200,2022-08-24T19:23:50Z,"We are firmly in grilled hamburger seasonat least, thats the case with my family. Every chance we get these days, we toss a few patties on the well-loved Weber kettle in our backyard. Something about… [+7904 chars]"
147,"{'id': None, 'name': 'Forbes'}","Brittany Anas, Contributor, 
 Brittany Anas, Contributor
 https://www.forbes.com/sites/brittanyanas/","In Colorado, Wine Country Comes Spiked With Adventure","The last stretch of a four-hour drive from Denver meanders through earthy red rock canyon walls to the Western Slope, where you’ll find peach stands and wineries, but also a new riverfront park, epic mountain biking and scenic hikes.",https://www.forbes.com/sites/brittanyanas/2022/09/09/in-colorado-wine-country-comes-spiked-with-adventure/,"https://imageio.forbes.com/specials-images/imageserve/631b5447195acf04203d1998/0x0.jpg?format=jpg&crop=1440,810,x0,y74,safe&width=1200",2022-09-09T15:08:11Z,"Napa, Sonoma, Bordeaux and Tuscany. The regions read like the wine worlds varsity starting line up. But in Colorado, theres a lesser-known, still-growing wine country thats ready for scouting, especi… [+4687 chars]"
148,"{'id': None, 'name': 'Forbes'}","Cathy Huyghe, Contributor, 
 Cathy Huyghe, Contributor
 https://www.forbes.com/sites/cathyhuyghe/","Red Wines For A Budget Tasting: Classic Regions, With A Twist","2017 Quinta do Crasto, Douro, Portugal Blend of Tinta Roriz (30%), Touriga Franca (25%), Touriga Nacional (35%) and Tinta Barroca (10%) 2017 Strehn Blaufrankish, Burgenland, Austria Weingut Strehn, located in Deutschkreutz in Mittelburgenland (also called the…",https://www.forbes.com/sites/cathyhuyghe/2022/08/30/red-wines-for-a-budget-tasting-classic-regions-with-a-twist/,https://imageio.forbes.com/specials-images/imageserve/630dea24808269bad2ff61b1/0x0.jpg?format=jpg&width=1200,2022-08-30T12:53:33Z,"Burgundy. Portugal. Austria.
Those three historic wine-producing regions dont necessarily jump to mind when choosing value-priced wines. But for this final installment of our mini-series on how to o… [+3083 chars]"
149,"{'id': None, 'name': 'Forbes'}","Tom Hyland, Contributor, 
 Tom Hyland, Contributor
 https://www.forbes.com/sites/tomhyland/",Little Known Italian Wines And Wine Zones That Deserve Your Attention,"As the Italian wine industry is largely defined by indigenous varietals, the country’s most important wines are all about distinctiveness.",https://www.forbes.com/sites/tomhyland/2022/08/23/little-known-italian-wines-and-wine-zones-that-deserve-your-attention/,https://imageio.forbes.com/specials-images/imageserve/6301127b5d5fe7715db74236/0x0.jpg?format=jpg&width=1200,2022-08-23T21:16:52Z,"Skerlj Malvasia from the Carso District of Friuli
Photo ©Tom Hyland
As the Italian wine industry is largely defined by indigenous varietals, the countrys most important wines are all about distinct… [+7498 chars]"
150,"{'id': None, 'name': 'Forbes'}","Tom Hyland, Contributor, 
 Tom Hyland, Contributor
 https://www.forbes.com/sites/tomhyland/",Italian Wine Gems That Should Be Better Known,"As wine is produced in all twenty regions of Italy, and there are thousands of producers growing hundreds of varietals, it’s no wonder that there are so many Italian wines that are relatively unknown.",https://www.forbes.com/sites/tomhyland/2022/08/10/italian-wine-gems-that-should-be-better-known/,https://imageio.forbes.com/specials-images/imageserve/62f124dad666a693836f8704/0x0.jpg?format=jpg&width=1200,2022-08-10T19:34:55Z,"Vigneti di Ettore Vapolicella Classico
Photo ©Tom Hyland
As wine is produced in all twenty regions of Italy, and there are thousands of producers growing hundreds of varietals, its no wonder that t… [+10601 chars]"
151,"{'id': None, 'name': 'Forbes'}","Per and Britt Karlsson, Contributor, 
 Per and Britt Karlsson, Contributor
 https://www.forbes.com/sites/karlsson/",Wynns John Riddoch: Top Cabernet Sauvignon From The Famous Red Soil Of Coonawarra In Australia,"Australia may be famous for some big reds but go to the cool region of Coonawarra and balance is the key word. John Riddoch Cabernet Sauvignon 2019 from pioneer winery Wynns will be released at La Place de Bordeaux in September, one of the few non-Bordeaux wi…",https://www.forbes.com/sites/karlsson/2022/08/18/wynns-john-riddoch-top-cabernet-sauvignon-from-the-famous-red-soil-of-coonawarra-in-australia/,https://imageio.forbes.com/specials-images/imageserve/62fe784e10433dc0e4053f36/0x0.jpg?format=jpg&width=1200,2022-08-18T17:45:49Z,"Wynns Coonawarra Estate will release its prestige wine John Riddoch Cabernet Sauvignon 2019 at La Place de Bordeaux in September. It is one of the top wines in Australia, made in small quantities fro… [+6494 chars]"
152,"{'id': None, 'name': 'Forbes'}","Kevin Gray, Contributor, 
 Kevin Gray, Contributor
 https://www.forbes.com/sites/kevingray/",‘House Of The Dragon’ Wines Are Here For The ‘Game Of Thrones’ Prequel’s August 21 Premiere,"“House of the Dragon,” the prequel to “Game of Thrones,” is coming to HBO and HBO Max on August 21. The accompanying wines are available now.",https://www.forbes.com/sites/kevingray/2022/08/13/house-of-the-dragon-wines-are-here-for-the-game-of-thrones-prequels-august-21-premiere/,"https://imageio.forbes.com/specials-images/imageserve/62f6e89d2732d65fda7ff4e0/0x0.jpg?format=jpg&crop=1200,800,x0,y0,safe&width=1200",2022-08-13T12:00:00Z,"House of the Dragon wines
Vintage Wine Estates
House of the Dragon, the much-hyped prequel to Game of Thrones, is coming to HBO and HBO Max on August 21. The series is based on author George R.R. M… [+3419 chars]"
153,"{'id': None, 'name': 'Forbes'}","Cathrine Todd, Contributor, 
 Cathrine Todd, Contributor
 https://www.forbes.com/sites/cathrinetodd/","Greenest Wine Region In Europe And Its White Wine, A Favorite Among Sommeliers","An Italian wine region, nicknamed ""the greenest region in Europe"", proudly preserves those things that have been lost in other parts of the world.",https://www.forbes.com/sites/cathrinetodd/2022/09/09/greenest-wine-region-in-europe-and-its-white-wine-a-favorite-among-sommeliers/,"https://imageio.forbes.com/specials-images/imageserve/631b6747b778ac72403d1994/0x0.jpg?format=jpg&crop=2092,1176,x0,y196,safe&width=1200",2022-09-09T16:56:03Z,"circa 1941: Nazi officers supervise Jews and other prisoners leaving a train during the deportation ... [+] to the camps. (Photo by Hulton Archive/Getty Images)
Getty Images
The sounds of crying, d… [+12266 chars]"
154,"{'id': None, 'name': 'Forbes'}","Jill Barth, Contributor, 
 Jill Barth, Contributor
 https://www.forbes.com/sites/jillbarth/",Two Affordable Spanish Wine Styles To Satisfy Weeknight Cravings,"Both of these are probably new to many people but have centuries of winegrowing heritage, which makes them all the more interesting for discovery. And glancing at prices for these bottles online, there are affordable options around.",https://www.forbes.com/sites/jillbarth/2022/08/26/two-affordable-spanish-wine-styles-to-satisfy-weeknight-cravings/,https://imageio.forbes.com/specials-images/imageserve/630912a1e13ab900487d1fdb/0x0.jpg?format=jpg&width=1200,2022-08-26T18:45:05Z,"Friends having tapas at restaurant
getty
On weeknights, I love to watch old episodes of Made in Spain, the PBSPBS
 show hosted by Chef José Andrés. This series ran in 2008, before World Central Ki… [+3610 chars]"
155,"{'id': None, 'name': 'Forbes'}","Cathy Huyghe, Contributor, 
 Cathy Huyghe, Contributor
 https://www.forbes.com/sites/cathyhuyghe/",The “Tuscan Vine Germplasm”: Activating The Ancestor Vision At Avignonesi,"Wine made from grapes you've probably never heard of, and an owner who speaks of ""Tuscan vine germplasm."" That's Avignonesi, and their ancestor vision that is ultra current.",https://www.forbes.com/sites/cathyhuyghe/2022/08/23/the-tuscan-vine-germplasm-activating-the-ancestor-vision-at-avignonesi/,https://imageio.forbes.com/specials-images/imageserve/63052457ed6b7d90a54fdbb2/0x0.jpg?format=jpg&width=1200,2022-08-23T19:05:53Z,"Maybe a decision is the right one for today. But is it right for your children, and for your grandchildren? 
Thats a question, and a guiding principle, that Virginie Saverys communicates continually… [+4009 chars]"
156,"{'id': None, 'name': 'Forbes'}","Cathy Huyghe, Contributor, 
 Cathy Huyghe, Contributor
 https://www.forbes.com/sites/cathyhuyghe/",How To Host A Group Wine Tasting For Ten Dollars Per Person,"Wine tastings with a group are fun and engaging experiences. Tastings organized on a budget, however, present their own set of challenges. Here are three guiding principles to get yours right.",https://www.forbes.com/sites/cathyhuyghe/2022/08/30/how-to-host-a-group-wine-tasting-for-ten-dollars-per-person/,https://imageio.forbes.com/specials-images/imageserve/630dd9b1301e44dc3e515c8f/0x0.jpg?format=jpg&width=1200,2022-08-30T12:50:36Z,"Some wine tastings Im asked to lead are group events, often for corporations with a generous budget allocated to team building exercises. Those are fun, and everyone in the room definitely benefits f… [+3091 chars]"
157,"{'id': None, 'name': 'Forbes'}","Jill Barth, Contributor, 
 Jill Barth, Contributor
 https://www.forbes.com/sites/jillbarth/","Discover Drinks Made With Local Cherries In Door County, Wisconsin","Door County Cherries make their festive appearance around the peninsula in the form of wine, cider, and beer, and cocktails.",https://www.forbes.com/sites/jillbarth/2022/08/29/discover-drinks-made-with-local-cherries-in-door-county-wisconsin/,https://imageio.forbes.com/specials-images/imageserve/630d21e80f5fbbe65940103d/0x0.jpg?format=jpg&width=1200,2022-08-29T22:12:23Z,"Blacksmith Inn on the Shore, Baileys Harbor, Door County, Wisconsin
getty
During the first week in August 2022, a bulletin board at Seaquist Orchards a farm north of Sister Bay in Door County, Wisc… [+3799 chars]"
158,"{'id': None, 'name': 'Forbes'}","Susan H. Gordon, PhD, Contributor, 
 Susan H. Gordon, PhD, Contributor
 https://www.forbes.com/sites/susangordon/","In Rome’s Recalescent Summer, Lessons On Lazio’s Wines","“We’re presenting a new Lazio today,” say Carla and Francesco Trimani during a regional line-up at the family’s wine bar on a day especially representative of these hot dry months in the capital city. In Rome, the historic Trimani wine merchant family has alw…",https://www.forbes.com/sites/susangordon/2022/08/23/in-romes-recalescent-summer-lessons-on-lazios-wines/,https://imageio.forbes.com/specials-images/imageserve/63029cb48dce77d0affa8c6e/0x0.jpg?format=jpg&width=1200,2022-08-23T15:02:05Z,"In Lazio south of Rome, from Cori's cooperative winery Cincinnato a view of the town and hills
Ben Shelton (2022)
Seventy-four kilometers from the city, mano destra south past the hill towns of the… [+17310 chars]"
159,"{'id': None, 'name': 'Forbes'}","Kristen Philipkoski, Contributor, 
 Kristen Philipkoski, Contributor
 https://www.forbes.com/sites/kristenphilipkoski/",How Mela Wine Was Born Out Of This Best Friend Group’s Book Club,"We’ve all heard the jokes about book clubs and wine: there’s usually a lot of the latter, and sometimes the beverage overshadows the books. That’s what happened with this book club, but on a whole other level.",https://www.forbes.com/sites/kristenphilipkoski/2022/08/21/how-mela-wine-was-born-out-of-this-best-friend-groups-book-club/,https://imageio.forbes.com/specials-images/imageserve/62e9b1616c7ceeaee0b6862c/0x0.jpg?format=jpg&width=1200,2022-08-21T16:14:22Z,"Best friends Kyndal Easter, Ryann Casey, Erica Estrada, and Chelsea Walden founded Mela wines in May ... [+] 2022. 
Aubrie Pick
Weve all heard the jokes about book clubs and wine: theres usually a … [+8945 chars]"
160,"{'id': None, 'name': 'Forbes'}","Tom Hyland, Contributor, 
 Tom Hyland, Contributor
 https://www.forbes.com/sites/tomhyland/",Tenuta Garetto - First-Rate Examples Of Barbera For Every Occasion,One of the vintners who has embraced Barbera d’Asti in its various forms is Stefano Gagliardo.,https://www.forbes.com/sites/tomhyland/2022/08/19/tenuta-garettofirst-rate-examples-of-barbera-for-every-occasion/,https://imageio.forbes.com/specials-images/imageserve/62fa4e355635fac049fe6376/0x0.jpg?format=jpg&width=1200,2022-08-19T15:34:53Z,"Favà vineyard of Tenuta Garetto, Nizza production zone
Photo ©Tom Hyland
It stands to reason that Barbera is seemingly everywhere in the Piedmont region of northwestern Italy. Its the most widely p… [+5393 chars]"
161,"{'id': None, 'name': 'Forbes'}","Cathrine Todd, Contributor, 
 Cathrine Todd, Contributor
 https://www.forbes.com/sites/cathrinetodd/",Famous Super Tuscan Wine Producer Brings Tuscany To New York City While Displaying Age-Worthy Quality Through Verticals,A magical afternoon in downtown Manhattan that was hosted by Super Tuscan wine producer Ornellaia bringing Tuscany to New York City.,https://www.forbes.com/sites/cathrinetodd/2022/08/13/famous-super-tuscan-wine-producer-brings-tuscany-to-new-york-city-while-displaying-age-worthy-quality-through-verticals/,https://imageio.forbes.com/specials-images/imageserve/62f2ce03e1f7e3746b742246/0x0.jpg?format=jpg&width=1200,2022-08-13T22:16:09Z,"Winding Road with Cypress Trees in Tuscany, Italy
getty
One of the great chefs and hunters of Tuscany, Omar Barsacchi of Osteria Magona, took a deep breath as his boisterous and playful demeanor me… [+13120 chars]"
162,"{'id': None, 'name': 'Forbes'}","Kim Westerman, Senior Contributor, 
 Kim Westerman, Senior Contributor
 https://www.forbes.com/sites/kimwesterman/",For Napa’s Newest Cult Cab — Art Is Part Of The Terroir,"Suzanne Deal Booth is not your ordinary art collector, and her new wine project, Bella Oaks Cabernet Sauvignon, is not your typical Napa Cab.",https://www.forbes.com/sites/kimwesterman/2022/09/10/for-napas-newest-cult-cab---art-is-part-of-the-terroir/,https://imageio.forbes.com/specials-images/imageserve/631bdfd7b3685ee5fab586d8/0x0.jpg?format=jpg&width=1200,2022-09-10T13:00:00Z,"Suzanne Deal Booth is not your ordinary art collector, and her new wine project, Bella Oaks, is not your typical Napa Cab. Booth is an art preservationist, a curator at heart, and she has devoted mos… [+5226 chars]"
163,"{'id': None, 'name': 'Forbes'}","Cathy Huyghe, Contributor, 
 Cathy Huyghe, Contributor
 https://www.forbes.com/sites/cathyhuyghe/","How To Taste White Wines On A Budget: Bottle Recommendations, And The Stories To Tell","The story is the ace up your sleeve when hosting a tasting of white wines on a budget. The story won't compensate for ""bad wine,"" but it will add to the flavor of the experience. Here are three recommended bottles.",https://www.forbes.com/sites/cathyhuyghe/2022/08/30/how-to-taste-white-wines-on-a-budget-bottle-recommendations-and-the-stories-to-tell/,https://imageio.forbes.com/specials-images/imageserve/630de3f95217aefbdd04b7de/0x0.jpg?format=jpg&width=1200,2022-08-30T12:51:17Z,"For the second installment of our mini-series on how to organize a group wine tasting on a budget ten dollars per person, to be exact were starting with white wines. Which wines to select, that is, a… [+4233 chars]"
164,"{'id': None, 'name': 'Forbes'}","Jill Barth, Contributor, 
 Jill Barth, Contributor
 https://www.forbes.com/sites/jillbarth/",Italy’s Trasimeno Rosato Enjoys New Attention,"For those interested in unique and approachable Italian wines, rosato from Trasimeno is an appealing option.",https://www.forbes.com/sites/jillbarth/2022/08/30/italys-trasimeno-rosato-enjoys-new-attention/,https://imageio.forbes.com/specials-images/imageserve/630e4e293b082c1c4c04b7de/0x0.jpg?format=jpg&width=1200,2022-08-30T18:40:15Z,"Lake Trasimeno at dawn, with boats in the foreground, Umbria, Italy. (Photo by DeAgostini/Getty ... [+] Images)
De Agostini via Getty Images
The Trasimeno Rosato Festival enjoyed a third edition du… [+3107 chars]"
165,"{'id': None, 'name': 'Forbes'}","Chelsea Davis, Contributor, 
 Chelsea Davis, Contributor
 https://www.forbes.com/sites/chelseadavis/","3 Places To Eat And Drink In Golden, Colorado","Golden, Colorado is a historic mountain town full of Wild Wild West charm. It’s home to tons of outdoor adventure; Coors Brewery, the largest single sit brewery in the world; and right down the road is the famous Red Rocks Park & Amphitheater. Here’s where to…",https://www.forbes.com/sites/chelseadavis/2022/08/25/3-places-to-eat-and-drink-in-golden-colorado/,https://imageio.forbes.com/specials-images/imageserve/6307c515269fa6dd867d1fdd/0x0.jpg?format=jpg&width=1200,2022-08-25T20:01:46Z,"Golden, Colorado
getty
Golden, Colorado is a historic mountain town full of Wild Wild West charm. Its home to tons of outdoor adventure and recreation, particularly white rock climbing, water rafti… [+3774 chars]"
166,"{'id': None, 'name': 'Forbes'}","Liz Thach, MW, Contributor, 
 Liz Thach, MW, Contributor
 https://www.forbes.com/sites/lizthach/",The Untold Story Of Helen Bacigalupi’s Wild Drive Over The Mountain To Deliver Sonoma Chardonnay To Chateau Montelena,"What is less well known is the story of Helen Bacigalupi, who sold 14 tons of her Sonoma chardonnay grapes to winemaker, Mike Grgich, who used them to craft part of the legendary 1973 Chateau Montelena Chardonnay that won first place white wine in the Judgmen…",https://www.forbes.com/sites/lizthach/2022/08/31/the-untold-story-of-helen-bacigalupis-wild-drive-over-the-mountain-to-deliver-sonoma-chardonnay-to-chateau-montelena/,https://imageio.forbes.com/specials-images/imageserve/630e7e95584f5b3b0aab966b/0x0.jpg?format=jpg&width=1200,2022-08-31T11:00:00Z,"Helen Bacigalupi at Age 96, Co-Founder of Bacigalupi Vineyards &amp; Winery, Sonoma County, CA
Bacigalupi Vineyards
There is a well-known story in Sonoma County, California that the majority of the… [+5768 chars]"
167,"{'id': None, 'name': 'Forbes'}","Tom Hyland, Contributor, 
 Tom Hyland, Contributor
 https://www.forbes.com/sites/tomhyland/",Remarkable Sauvignon Blanc From California,"Thankfully, there are dozens of producers in the Golden State that do take Sauvignon Blanc seriously and craft excellent wines; then there are a precious few that aim to make wines from this grape that can rank with some of the best examples from around the w…",https://www.forbes.com/sites/tomhyland/2022/08/17/remarkable-sauvignon-blanc-from-california/,https://imageio.forbes.com/specials-images/imageserve/61644e4252a86b373255eb93/0x0.jpg?format=jpg&width=1200,2022-08-17T14:09:30Z,"To-Kalon vineyard at the Robert Mondavi winery, home to some of the greatest Sauvignon Blanc in ... [+] California
Photo courtesy Robert Mondavi winery
In the California wine industry, Cabernet Sau… [+6844 chars]"
168,"{'id': None, 'name': 'Forbes'}","Per and Britt Karlsson, Contributor, 
 Per and Britt Karlsson, Contributor
 https://www.forbes.com/sites/karlsson/",Fitou In The South Of France Revives Its Image With Local Grape Carignan,"The Fitou wines from Languedoc often have a high percentage of carignan, an exciting grape variety that is seeing a renaissance in popularity and is now loved by many. It is often blended with grenache and syrah to make some delicious wines in Fitou in the so…",https://www.forbes.com/sites/karlsson/2022/08/30/fitou-in-the-south-of-france-revives-its-image-with-local-grape-carignan/,https://imageio.forbes.com/specials-images/imageserve/630c97a4666621b0967ec59f/0x0.jpg?format=jpg&width=1200,2022-08-30T18:06:44Z,"Fitou is a red wine region in the beautiful Languedoc in southern France. Fitou has all the power and body of a southern wine, but with todays focus on freshness and fruit, the wines are better than … [+9499 chars]"
169,"{'id': None, 'name': 'Forbes'}","Johanna Read, Contributor, 
 Johanna Read, Contributor
 https://www.forbes.com/sites/johannaread/",Windstar Cruises Launches New Ways To See The Red Sea And The Persian Gulf,"Sometimes even including a Suez Canal transit, these new Windstar Cruises will bring a maximum of 312 guests to ports in the Red Sea and Persian Gulf.",https://www.forbes.com/sites/johannaread/2022/08/28/windstar-cruises-launches-new-ways-to-see-the-red-sea-and-the-persian-gulf/,"https://imageio.forbes.com/specials-images/imageserve/630be52a7f5ba094da1b5fd5/0x0.jpg?format=jpg&crop=4267,2401,x0,y1477,safe&width=1200",2022-08-28T23:52:29Z,"Available only starting in late 2023, these eight- to 18-day cruises provide trips to some of the worlds most popular ancient sites, including Petra and the Valley of the Kings, as well as to small p… [+4415 chars]"
170,"{'id': None, 'name': 'Forbes'}","Brian Freedman, Contributor, 
 Brian Freedman, Contributor
 https://www.forbes.com/sites/brianfreedman/","Wines Of The Week: Beach Juice Rosé, J. Lohr Pure Paso, And Slane Special Edition Irish Whiskey","Yet for all of the ways that Americans mark the traditional end of summer, there’s one aspect of the next three days that most of us can agree on: Drinking well.",https://www.forbes.com/sites/brianfreedman/2022/09/02/wines-of-the-week-beach-juice-ros-j-lohr-pure-paso-and-slane-special-edition-irish-whiskey/,https://imageio.forbes.com/specials-images/imageserve/631229e00202178dd39de1db/0x0.png?format=png&width=1200,2022-09-02T16:27:15Z,"Labor Day Weekend has arrived, and after a long, hot summer, its time to take a break before hitting the proverbial ground in the autumn. For some, that means heading to the beach. For others like my… [+4226 chars]"
171,"{'id': None, 'name': 'Forbes'}","Per and Britt Karlsson, Contributor, 
 Per and Britt Karlsson, Contributor
 https://www.forbes.com/sites/karlsson/",Bodegas Toro Albalá In Montilla-Moriles: Memorable Wines In Warm And Sunny Andalucía,"For some of Spain’s most memorable and extraordinary wines, taste pedro ximénes from Montilla-Moriles. Bodegas Toro Albalá leads the way.",https://www.forbes.com/sites/karlsson/2022/08/24/bodegas-toro-albal-in-montilla-moriles-memorable-wines-in-warm-and-sunny-andaluca/,https://imageio.forbes.com/specials-images/imageserve/630600eb947855ded224f0ed/0x0.jpg?format=jpg&width=1200,2022-08-24T19:25:17Z,"Montilla-Moriles is a one-and-a-half-hour drive north from the coastal town of Malaga. This is the region of Andalucía, known for its olives, olive oil and oranges and for some of the most beautiful … [+8923 chars]"
172,"{'id': None, 'name': 'Forbes'}","Jill Barth, Contributor, 
 Jill Barth, Contributor
 https://www.forbes.com/sites/jillbarth/",Austria’s Eruption Winemakers ‘Generate Energy’ In Steiermark,"A group of nine winemakers in Austria’s Vulkanland Steiermark have organized themselves for the future, based on ancient soil and modern skills.",https://www.forbes.com/sites/jillbarth/2022/08/31/austrias-eruption-winemakers-generate-energy-in-steiermark/,https://imageio.forbes.com/specials-images/imageserve/630f814c466d3b64165a5e14/0x0.jpg?format=jpg&width=1200,2022-08-31T16:05:25Z,"Ried Hochwarth Klöch Vulkanland Steiermark
©AWMB/Robert Herbst
A group of nine family winemakers in Austrias Vulkanland Steiermark have organized themselves for the future, based on ancient soil an… [+5126 chars]"
173,"{'id': None, 'name': 'Forbes'}","Tom Hyland, Contributor, 
 Tom Hyland, Contributor
 https://www.forbes.com/sites/tomhyland/",Stellar Cabernet Sauvignon From Napa Valley - New Releases,"2018 was a classic in Napa Valley, but Peter Heitz, winemaker at Turnbull winery in Oakville, believes 2019 is the finest vintage in Napa since 2007, with the possible exception of 2013.",https://www.forbes.com/sites/tomhyland/2022/08/26/stellar-cabernet-sauvignon-from-napa-valleynew-releases/,https://imageio.forbes.com/specials-images/imageserve/630547cc795f8402ae12b49a/0x0.jpg?format=jpg&width=1200,2022-08-26T18:12:50Z,"Turnbull Cabernet Sauvignon, Leopoldina Vineyard
Photo ©Tom Hyland
You can never taste enough Napa Valley Cabernet Sauvignons, right? This is especially true when youre dealing with excellent to ou… [+5823 chars]"
